Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
A Hybrid Attribute Selection Approach for Text Classification,2010,Issue 9,https://aisel.aisnet.org/jais/vol11/iss9/1,No Abstract,Huimin Zhao,University of Wisconsin - Milwaukee
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2,No Abstract,Frank K.Y. Chan,Hong Kong University of Science and Technology
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2,No Abstract,James Y.L. Thong,Hong Kong University of Science and Technology
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2,No Abstract,Viswanath Venkatesh,University of Arkansas
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2,No Abstract,Susan A. Brown,University of Arizona
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2,No Abstract,Paul Jen-Hwa Hu,University of Utah
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2,No Abstract,Kar Yan Tam,Hong Kong University of Science and Technology
Knowledge Sharing in Information Systems Development: A Social Interdependence Perspective,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/1,No Abstract,Loo Geok Pee,Tokyo Institute of Technology
Knowledge Sharing in Information Systems Development: A Social Interdependence Perspective,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/1,No Abstract,Atreyi Kankanhalli,National University of Singapore
Knowledge Sharing in Information Systems Development: A Social Interdependence Perspective,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/1,No Abstract,Hee-Woong Kim,Yonsei University
Introduction to JAIS Special Issue on Empirical Research on Free/Libre Open Source Software,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/7,No Abstract,Kevin Crowston,"School of Information Studies, Syracuse University"
Introduction to JAIS Special Issue on Empirical Research on Free/Libre Open Source Software,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/7,No Abstract,Michael Wade,IMD Lausanne
A Comprehensive Review and Synthesis of Open Source Research,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/6,No Abstract,Altay Aksulu,"Schulich School of Business, York University"
A Comprehensive Review and Synthesis of Open Source Research,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/6,No Abstract,Michael R. Wade,"Schulich School of Business, York University"
Sustainability of Free/Libre Open Source Projects: A Longitudinal Study,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/5,No Abstract,Indushobha Chengalur-Smith,University at Albany
Sustainability of Free/Libre Open Source Projects: A Longitudinal Study,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/5,No Abstract,Anna Sidorova,University of North Texas
Sustainability of Free/Libre Open Source Projects: A Longitudinal Study,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/5,No Abstract,Sherae L. Daniel,University of Pittsburgh
Following the Sun: Temporal Dispersion and Performance in Open Source Software Project Teams,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/4,No Abstract,Jorge A. Colazo,"Business Administration, Trinity University"
Following the Sun: Temporal Dispersion and Performance in Open Source Software Project Teams,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/4,No Abstract,Yulin Fang,"Information Systems, City University of Hong Kong"
An Empirical Analysis of the Business Value of Open Source Infrastructure Technologies,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/3,No Abstract,Indushobha Chengalur-Smith,"University at Albany, SUNY"
An Empirical Analysis of the Business Value of Open Source Infrastructure Technologies,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/3,No Abstract,Saggi Nevo,"University at Albany, SUNY"
An Empirical Analysis of the Business Value of Open Source Infrastructure Technologies,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/3,No Abstract,Pindaro Demertzoglou,Rensselaer Polytechnic Institute
Software Licenses in Context: The Challenge of Heterogeneously-Licensed Systems,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/2,No Abstract,Thomas A. Alspaugh,Georgetown University
Software Licenses in Context: The Challenge of Heterogeneously-Licensed Systems,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/2,No Abstract,Walt Scacchi,University of California
Software Licenses in Context: The Challenge of Heterogeneously-Licensed Systems,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/2,No Abstract,Hazeline U. Asuncion,University of Washington
The Process of Introducing FLOSS in the Public Administration: The Case of Venezuela,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/1,No Abstract,Edgar Maldonado,"College of Information Sciences and Technology, The Pennsylvania State University"
The Effects of Extrinsic Motivations and Satisfaction in Open Source Software Development,2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/5,No Abstract,Weiling Ke,Clarkson University
The Effects of Extrinsic Motivations and Satisfaction in Open Source Software Development,2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/5,No Abstract,Ping Zhang,Syracuse University
"Hierarchy, Laboratory and Collective: Unveiling Linux as Innovation, Machination and Constitution",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/4,No Abstract,Tony Cornford,London School of Economics and Political Science
"Hierarchy, Laboratory and Collective: Unveiling Linux as Innovation, Machination and Constitution",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/4,No Abstract,Maha Shaikh,London School of Economics and Political Science
"Hierarchy, Laboratory and Collective: Unveiling Linux as Innovation, Machination and Constitution",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/4,No Abstract,Claudio Ciborra,London School of Economics and Political Science
"Artifacts, Actors, and Interactions in the Cross-Project Coordination Practices of Open-Source Communities",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/3,No Abstract,Cecil Eng Huang Chua,University of Auckland
"Artifacts, Actors, and Interactions in the Cross-Project Coordination Practices of Open-Source Communities",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/3,No Abstract,Adrian Yong Kwang Yeow,Nanyang Technological University
"Code Reuse in Open Source Software Development: Quantitative Evidence, Drivers, and Impediments",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/2,No Abstract,Manuel Sojer,"Technische Universität München, Germany"
"Code Reuse in Open Source Software Development: Quantitative Evidence, Drivers, and Impediments",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/2,No Abstract,Joachim Henkel,"Technische Universität München, Germany"
Characterizing the Dynamics of Open User Experience Design: The Cases of Firefox and OpenOffice.org,2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/1,No Abstract,Paula M. Bach,Microsoft Corporation
Characterizing the Dynamics of Open User Experience Design: The Cases of Firefox and OpenOffice.org,2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/1,No Abstract,John M. Carroll,The Pennsylvania State University
Popular Concepts beyond Organizations: Exploring New Dimensions of Information Technology Innovations,2009,Issue 1,https://aisel.aisnet.org/jais/vol10/iss1/2,No Abstract,Ping Wang,"University of Maryland, College Park, USA"
Sequential Adoption Theory: A Theory for Understanding Herding Behavior in Early Adoption of Novel Technologies,2009,Issue 1,https://aisel.aisnet.org/jais/vol10/iss1/1,No Abstract,Eric A. Walden,Carnegie Mellon University
Sequential Adoption Theory: A Theory for Understanding Herding Behavior in Early Adoption of Novel Technologies,2009,Issue 1,https://aisel.aisnet.org/jais/vol10/iss1/1,No Abstract,Glenn J. Browne,University of Virginia
A Behavioral Analysis of Passphrase Design and Effectiveness,2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/2,No Abstract,Mark Keith,Arizona State University
A Behavioral Analysis of Passphrase Design and Effectiveness,2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/2,No Abstract,Benjamin Shao,Arizona State University
A Behavioral Analysis of Passphrase Design and Effectiveness,2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/2,No Abstract,Paul Steinbart,Arizona State University
"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/1,No Abstract,Alanah Davis,University of Nebraska at Omaha
"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/1,No Abstract,John Murphy,University of Nebraska at Omaha
"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/1,No Abstract,Dawn Owens,University of Nebraska at Omaha
"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/1,No Abstract,Deepak Khazanchi,University of Nebraska at Omaha
"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/1,No Abstract,Ilze Zigurs,University of Nebraska at Omaha
Introduction to JAIS Special Issue on Collaboration Engineering,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/8,No Abstract,Robert O. Briggs,University of Nebraska at Omaha
Introduction to JAIS Special Issue on Collaboration Engineering,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/8,No Abstract,Gert Jan de Vreede,University of Nebraska Omaha
Introduction to JAIS Special Issue on Collaboration Engineering,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/8,No Abstract,Anne P. Massey,Indiana University
Collaboration Engineering: Foundations and Opportunities: Editorial to the Special Issue on the Journal of the Association of Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/7,No Abstract,Gert Jan de Vreede,University of Nebraska Omaha
Collaboration Engineering: Foundations and Opportunities: Editorial to the Special Issue on the Journal of the Association of Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/7,No Abstract,Robert O. Briggs,University of Nebraska at Omaha
Collaboration Engineering: Foundations and Opportunities: Editorial to the Special Issue on the Journal of the Association of Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/7,No Abstract,Anne P. Massey,Indiana University
A Deontological Approach to Designing Ethical Collaboration,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/6,No Abstract,Sutirtha Chatterjee,Millikin University
A Deontological Approach to Designing Ethical Collaboration,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/6,No Abstract,Suprateek Sarker,"Washington State University, U.S.A."
A Deontological Approach to Designing Ethical Collaboration,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/6,No Abstract,Mark A. Fuller,Washington State University
Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/5,No Abstract,Paul Benjamin Lowry,Brigham Young University
Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/5,No Abstract,Tom L. Roberts,Louisiana Tech University
Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/5,No Abstract,Douglas L. Dean,Brigham Young University
Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/5,No Abstract,George Marakas,University of Kansas
Engineering E-Collaboration Processes to Obtain Innovative End-User Feedback on Advanced Web-Based Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/4,No Abstract,Johanna Bragge,Helsinki School of Economics
Engineering E-Collaboration Processes to Obtain Innovative End-User Feedback on Advanced Web-Based Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/4,No Abstract,Hilkka Merisalo-Rantanen,Helsinki School of Economics
An Agent-Based Collaborative Approach to Graphing Causal Maps for Situation Formulation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/3,No Abstract,Douglas A. Druckenmiller,Western Illinois University
An Agent-Based Collaborative Approach to Graphing Causal Maps for Situation Formulation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/3,No Abstract,William Acar,Kent State University
Using Multi-Agent Simulation to Explore the Contribution of Facilitation to GSS Transition,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/2,No Abstract,Ning Nan,University of Oklahoma
Using Multi-Agent Simulation to Explore the Contribution of Facilitation to GSS Transition,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/2,No Abstract,Erik W. Johnston,Arizona State University
Planning and Design Considerations for Computer Supported Collaboration Spaces,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/1,No Abstract,Daniel D. Mittleman,DePaul University
Resource-Based Framework for IS Research: Knowledge Firms and Sustainability in Knowledge Markets,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/2,No Abstract,Varun Grover,Clemson University
Resource-Based Framework for IS Research: Knowledge Firms and Sustainability in Knowledge Markets,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/2,No Abstract,Rahul Gokhale,"Clemson University, USA"
Resource-Based Framework for IS Research: Knowledge Firms and Sustainability in Knowledge Markets,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/2,No Abstract,Ravi S. Narayanswamy,Clemson University
Business Process Modeling- A Comparative Analysis,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/1,No Abstract,Jan Recker,Queensland University of Technology
Business Process Modeling- A Comparative Analysis,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/1,No Abstract,Michael Rosemann,Queensland University of Technology
Business Process Modeling- A Comparative Analysis,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/1,No Abstract,Marta Indulska,University of Queensland
Business Process Modeling- A Comparative Analysis,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/1,No Abstract,Peter Green,The University of Queensland
Introduction: An Agenda for Infrastructure Studies,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/6,No Abstract,Paul N. Edwards,University of Michigan
Introduction: An Agenda for Infrastructure Studies,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/6,No Abstract,Geoffrey C. Bowker,University of Pittsburgh
Introduction: An Agenda for Infrastructure Studies,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/6,No Abstract,Steven J. Jackson,University of Michigan
Introduction: An Agenda for Infrastructure Studies,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/6,No Abstract,Robin Williams,University of Edinburgh
The Long Now of Technology Infrastructure: Articulating Tensions in Development,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/5,No Abstract,David Ribes,Georgetown University
The Long Now of Technology Infrastructure: Articulating Tensions in Development,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/5,No Abstract,Thomas A. Finholt,University of Michigan
Configurable Politics and Asymmetric Integration: Health e-Infrastructures in India,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/4,No Abstract,Sundeep Sahay,University of Oslo
Configurable Politics and Asymmetric Integration: Health e-Infrastructures in India,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/4,No Abstract,Eric Monteiro,The Norwegian University of Science and Technology
Configurable Politics and Asymmetric Integration: Health e-Infrastructures in India,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/4,No Abstract,Margunn Aanestad,University of Oslo
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Jenny Ure,University of Edinburgh
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Rob Procter,University of Manchester
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Yu-wei Lin,University of Manchester
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Mark Hartswood,University of Edinburgh
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Stuart Anderson,University of Edinburgh
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Sharon Lloyd,University of Oxford
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Joanna Wardlaw,University of Edinburgh
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Horacio Gonzalez-Velez,The Robert Gordon University
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3,No Abstract,Kate Ho,University of Edinburgh
Ecologies of e-Infrastructures,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/2,No Abstract,Vidar Hepsø,BI Norwegian School of Management
Ecologies of e-Infrastructures,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/2,No Abstract,Eric Monteiro,The Norwegian University of Science and Technology
Ecologies of e-Infrastructures,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/2,No Abstract,Knut H. Rolland,The Norwegian University of Science and Technology
Infrastructuring: Toward an Integrated Perspective on the Design and Use of Information Technology,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/1,No Abstract,Volkmar Pipek,Universität Siegen
Infrastructuring: Toward an Integrated Perspective on the Design and Use of Information Technology,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/1,No Abstract,Volker Wulf,Fraunhofer-Institut für Angewandte Informationstechnik FIT and Universität Siegen
Management Implications in Information Systems Research: The Untold Story,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/2,No Abstract,Neil C. Ramiller,Portland State University
Management Implications in Information Systems Research: The Untold Story,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/2,No Abstract,Brian T. Pentland,Michigan State University
Guidelines for Empirical Evaluations of Conceptual Modeling Grammars,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/1,No Abstract,Andrew Burton-Jones,University of British Columbia
Guidelines for Empirical Evaluations of Conceptual Modeling Grammars,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/1,No Abstract,Yair Wand,University of British Columbia
Guidelines for Empirical Evaluations of Conceptual Modeling Grammars,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/1,No Abstract,Ron Weber,Monash University
Using Visual Representations of Data to Enhance Sensemaking in Data Exploration Tasks,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/2,No Abstract,Jeff Baker,Texas Tech University
Using Visual Representations of Data to Enhance Sensemaking in Data Exploration Tasks,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/2,No Abstract,Donald Jones,Texas Tech University
Using Visual Representations of Data to Enhance Sensemaking in Data Exploration Tasks,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/2,No Abstract,Jim Burkman,Oklahoma State University
Assessing Scholarly Influence: Using the Hirsch Indices to Reframe the Discourse,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/1,No Abstract,Duane Truex,Georgia State University
Assessing Scholarly Influence: Using the Hirsch Indices to Reframe the Discourse,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/1,No Abstract,Michael Cuellar,North Carolina Central University
Assessing Scholarly Influence: Using the Hirsch Indices to Reframe the Discourse,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/1,No Abstract,Hirotoshi Takeda,Paris Dauphine University
Using Social Network Analysis to Analyze Relationships Among IS Journals,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/2,No Abstract,Greta L. Polites,Bucknell University
Using Social Network Analysis to Analyze Relationships Among IS Journals,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/2,No Abstract,Richard T. Watson,The University of Georgia
Information Flow Impediments in Disaster Relief Supply Chains,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/1,No Abstract,Jamison M. Day,Louisiana State University
Information Flow Impediments in Disaster Relief Supply Chains,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/1,No Abstract,Iris Junglas,University of Houston - Clear Lake
Information Flow Impediments in Disaster Relief Supply Chains,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/1,No Abstract,Leiser Silva,University of Houston
The Adoption and Use of IT Artifacts: A New Interaction-Centric Model for the Study of User-Artifact Relationships,2009,Issue 9,https://aisel.aisnet.org/jais/vol10/iss9/2,No Abstract,Sameh Al-Natour,"Sauder School of Business, University of British Columbia"
The Adoption and Use of IT Artifacts: A New Interaction-Centric Model for the Study of User-Artifact Relationships,2009,Issue 9,https://aisel.aisnet.org/jais/vol10/iss9/2,No Abstract,Izak Benbasat,University of British Columbia
Technology-Mediated Learning: A Comprehensive Theoretical Model,2009,Issue 9,https://aisel.aisnet.org/jais/vol10/iss9/1,No Abstract,Saurabh gupta,University of North Florida
Technology-Mediated Learning: A Comprehensive Theoretical Model,2009,Issue 9,https://aisel.aisnet.org/jais/vol10/iss9/1,No Abstract,Robert P. Bostrom,University of Georgia
Data matters in IS theory building,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/3,No Abstract,Kalle Lyytinen,Case Western Reserve University
Usability and Sociability in Online Communities: A Comparative Study of Knowledge Seeking and Contribution,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/2,No Abstract,Chee Wei Phang,Fudan University
Usability and Sociability in Online Communities: A Comparative Study of Knowledge Seeking and Contribution,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/2,No Abstract,Atreyi Kankanhalli,National University of Singapore
Usability and Sociability in Online Communities: A Comparative Study of Knowledge Seeking and Contribution,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/2,No Abstract,Rajiv Sabherwal,University of Missouri at St. Louis
A Conjoint Approach to Understanding IT Application Services Outsourcing,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/1,No Abstract,Andrew Schwarz,Louisiana State University
A Conjoint Approach to Understanding IT Application Services Outsourcing,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/1,No Abstract,Bandula Jayatilaka,"Binghamton University, SUNY"
A Conjoint Approach to Understanding IT Application Services Outsourcing,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/1,No Abstract,Rudy Hirschheim,Louisiana State University
A Conjoint Approach to Understanding IT Application Services Outsourcing,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/1,No Abstract,Tim Goles,Texas A&M International University
Editors’ Introduction,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/4,No Abstract,Antony Bryant,Leeds Metropolitan University
Editors’ Introduction,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/4,No Abstract,Frank Land,London School of Economics and Political Science
Editors’ Introduction,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/4,No Abstract,John Leslie King,University of Michigan
Ethical Information Systems Development: A Baumanian Postmodernist Perspective,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/3,No Abstract,Sutirtha Chatterjee,Prairie View A&M University
Ethical Information Systems Development: A Baumanian Postmodernist Perspective,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/3,No Abstract,Suprateek Sarker,"Copenhagen Business School, Denmark"
Ethical Information Systems Development: A Baumanian Postmodernist Perspective,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/3,No Abstract,Mark Fuller,"University of Massachusetts, Amherst"
Sub-Cultural Differences in Information Ethics across China: Focus On Chinese Management Generation Gaps,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/2,No Abstract,"Maris G, Martinsons",City University of Hong Kong
Sub-Cultural Differences in Information Ethics across China: Focus On Chinese Management Generation Gaps,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/2,No Abstract,David Ma,Chinese Academy of Social Sciences
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,Robert M. Davison,City University of Hong Kong
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,"Maris G, Martinsons",City University of Hong Kong
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,Carol X.J. Ou,The Hong Kong Polytechnic University
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,Kiyoshi Murata,Meiji University
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,Damon Drummond,Ritsumeikan Asia Pacific University
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,Yuan Li,McGill University
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1,No Abstract,Henry W.H. Lo,City University of Hong Kong
Understanding Post-adoption Usage of Mobile Data Services: The Role of Supplier-side Variables,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/2,No Abstract,Sanghoon Lee,Korea Institute of Procurement
Understanding Post-adoption Usage of Mobile Data Services: The Role of Supplier-side Variables,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/2,No Abstract,Bongsik Shin,San Diego State University
Understanding Post-adoption Usage of Mobile Data Services: The Role of Supplier-side Variables,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/2,No Abstract,Ho Geun Lee,Yonsei University
Designing Interfaces with Social Presence: Using Vividness and Extraversion to Create Social Recommendation Agents,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/1,No Abstract,Traci J. Hess,Washington State University
Designing Interfaces with Social Presence: Using Vividness and Extraversion to Create Social Recommendation Agents,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/1,No Abstract,Mark Fuller,"University of Massachusetts, Amherst"
Designing Interfaces with Social Presence: Using Vividness and Extraversion to Create Social Recommendation Agents,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/1,No Abstract,Damon E. Campbell,Millsaps College
Research Directions in Information Systems: Toward an Institutional Ecology,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/2,No Abstract,Neil Ramiller,"Portland State University, USA"
Research Directions in Information Systems: Toward an Institutional Ecology,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/2,No Abstract,E. Burton Swanson,UCLA Anderson School
Research Directions in Information Systems: Toward an Institutional Ecology,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/2,No Abstract,Ping Wang,"University of Maryland, College Park, USA"
Business Value of IT: An Essay on Expanding Research Directions to Keep up with the Times,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/1,No Abstract,Rajiv Kohli,"College of William and Mary, USA"
Business Value of IT: An Essay on Expanding Research Directions to Keep up with the Times,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/1,No Abstract,Varun Grover,"Clemson University, USA"
